Name,Age,Distance,Duration,Steps,HeartRate,Calories
Jerry Peterson,33,10.0,72.0,12553.0,102.0,735.0
Kelly Garcia,35,5.0,,12381.0,125.0,786.0
Brian Fletcher,30,8.0,93.0,,145.0,471.0
Angela Bennett,29,7.0,54.0,13987.0,,554.0
Donald Matthews,28,7.0,51.0,13205.0,122.0,532.0
Fernando Woods,28,2.0,69.0,13202.0,118.0,677.0
Jennifer Campbell,30,10.0,84.0,9677.0,146.0,424.0
Anthony Brown,54,4.0,31.0,2939.0,65.0,356.0
Tim Lewis,62,2.0,19.0,3542.0,82.0,519.0
Gregory Mitchell,61,3.0,42.0,3579.0,167.0,645.0
David Harper,48,3.0,65.0,11368.0,94.0,635.0
James Phillips IV,61,1.0,38.0,3971.0,109.0,234.0
Joseph Poole,36,5.0,33.0,8626.0,93.0,476.0
Alan Howell,22,,71.0,17283.0,83.0,545.0
Linda Mejia,29,2.0,54.0,13856.0,145.0,340.0
Adam Welch,35,10.0,54.0,15048.0,132.0,577.0
Amanda Werner,28,3.0,45.0,15504.0,77.0,380.0
David Jackson,58,2.0,39.0,1295.0,179.0,428.0
Rebecca Clark,38,5.0,30.0,10474.0,153.0,
Stephanie Coleman,30,6.0,62.0,12694.0,,636.0
Jennifer Horton,42,5.0,56.0,,154.0,228.0
David Larsen,19,3.0,109.0,16412.0,137.0,
Danielle King,26,10.0,54.0,11344.0,106.0,
Jonathan Baker,31,6.0,61.0,14967.0,101.0,610.0
Cassandra Franco,29,8.0,57.0,14747.0,92.0,458.0
Dakota Moore,39,8.0,53.0,10468.0,128.0,479.0
Ricardo Wilson,58,2.0,34.0,4642.0,147.0,455.0
Leah Shepard,40,1.0,59.0,10605.0,98.0,372.0
Kimberly Brown,58,4.0,42.0,1110.0,160.0,598.0
Alison Johnson,57,4.0,16.0,2180.0,,303.0
Melissa Potter,61,2.0,37.0,1825.0,178.0,336.0
Jared Hayden,44,4.0,38.0,11792.0,119.0,557.0
Jessica Duncan,21,9.0,81.0,18989.0,,827.0
Terry Stewart,46,1.0,33.0,7145.0,,
Mike Johnson,59,5.0,16.0,4859.0,,105.0
David Walker,39,,53.0,7059.0,79.0,566.0
Sarah Smith,49,5.0,43.0,11420.0,95.0,630.0
Melissa Morton,47,3.0,44.0,6751.0,80.0,436.0
Donna Cochran,24,7.0,84.0,18903.0,89.0,899.0
Dawn Harris,19,4.0,65.0,,148.0,699.0
Jessica Harrison,30,2.0,81.0,15940.0,121.0,712.0
Jennifer Mckenzie,39,3.0,50.0,10747.0,167.0,576.0
Cathy Horton,23,5.0,79.0,15834.0,139.0,671.0
Jennifer Williams,19,11.0,76.0,18379.0,,833.0
Margaret Estrada,27,6.0,93.0,15279.0,115.0,492.0
Bruce Herrera,62,3.0,22.0,1961.0,179.0,621.0
Brandon Ramos,43,2.0,,7288.0,145.0,373.0
Jonathan Phillips,42,3.0,73.0,,161.0,533.0
Kayla Burns,54,1.0,30.0,1652.0,65.0,686.0
Matthew Avila DVM,50,5.0,76.0,8863.0,120.0,536.0
Kayla Johnson,54,3.0,,1247.0,149.0,108.0
Troy Mckee,64,4.0,20.0,3130.0,80.0,
Daniel Werner,23,12.0,67.0,14794.0,153.0,566.0
Katherine Kirby,36,7.0,66.0,9378.0,70.0,569.0
Sarah Doyle,52,,11.0,,174.0,302.0
Robert Henderson,33,11.0,39.0,8820.0,,308.0
Joshua Daniel,31,2.0,97.0,15291.0,133.0,773.0
Lauren Christian,48,4.0,,6516.0,80.0,489.0
Brian Miller,24,,99.0,19210.0,,883.0
Ryan Pineda,43,7.0,47.0,11771.0,100.0,371.0
Ashley Ray,30,1.0,72.0,10671.0,86.0,386.0
Adam Harris PhD,39,6.0,69.0,6560.0,83.0,305.0
Paul Howard,24,14.0,67.0,18848.0,86.0,849.0
Danny Rodriguez,41,5.0,71.0,9607.0,124.0,398.0
Ashley Roberts,38,1.0,73.0,6657.0,118.0,456.0
Patrick Briggs,62,3.0,42.0,2967.0,167.0,431.0
Bryan Friedman,34,3.0,,15075.0,142.0,648.0
Terry Bridges,55,,30.0,,158.0,
Krista Obrien,24,2.0,117.0,,128.0,787.0
Paul Thompson,26,1.0,,8065.0,123.0,724.0
Austin Brown,32,5.0,78.0,11205.0,135.0,
Shari Oconnor,43,7.0,71.0,7673.0,167.0,345.0
Jeffrey Brown,45,5.0,35.0,9704.0,,492.0
Abigail Smith,58,3.0,37.0,4853.0,168.0,674.0
Amber Hogan,51,,41.0,3238.0,87.0,578.0
Michael Howard,26,1.0,92.0,10748.0,93.0,796.0
Charles King,33,,65.0,11357.0,81.0,585.0
Alyssa Lambert,40,0.0,60.0,11315.0,99.0,357.0
Lisa Moss,53,1.0,10.0,2919.0,129.0,656.0
Tara Maxwell,54,1.0,32.0,2158.0,,682.0
Alexis Smith,64,1.0,45.0,4010.0,76.0,532.0
Eddie Hernandez,49,,,7889.0,126.0,454.0
Kimberly Palmer,47,4.0,65.0,6246.0,132.0,525.0
Nichole Hanson,47,3.0,55.0,9855.0,152.0,414.0
Jose Phillips,30,,36.0,10500.0,85.0,780.0
John Anderson,31,1.0,72.0,14076.0,121.0,321.0
Gina Molina,31,10.0,53.0,11254.0,128.0,546.0
Tanya Hall,60,2.0,27.0,1152.0,102.0,693.0
Marcus Scott,43,4.0,67.0,6629.0,85.0,635.0
Lacey Potter,52,3.0,39.0,1985.0,72.0,653.0
Cesar Nguyen,54,0.0,44.0,4878.0,96.0,348.0
Lisa Johnson,44,0.0,38.0,,149.0,353.0
Lacey Stone,18,0.0,38.0,,149.0,353.0
Jamie Watson,41,,63.0,7680.0,134.0,471.0
Joshua Peters,58,,10.0,4169.0,161.0,
Brittany Farmer,52,2.0,33.0,4938.0,114.0,
Kelly Dunlap,39,,36.0,10294.0,155.0,496.0
Timothy Rasmussen,48,6.0,49.0,10534.0,149.0,267.0
Lisa Waller,64,2.0,40.0,2621.0,95.0,
Beth Edwards,27,4.0,43.0,10270.0,111.0,472.0
Gregory Long,50,2.0,72.0,7398.0,114.0,642.0
Lisa Dominguez,62,3.0,20.0,3626.0,92.0,135.0
Cynthia Blevins,49,3.0,39.0,7070.0,85.0,529.0
Jason Torres,20,9.0,68.0,13062.0,124.0,721.0
Kendra Jackson,26,8.0,84.0,11964.0,118.0,
Beverly Price,32,5.0,55.0,9724.0,95.0,345.0
Bryan Stokes,56,4.0,10.0,4569.0,98.0,599.0
Timothy Hunt,29,8.0,,,148.0,473.0
Tamara Robinson,47,8.0,60.0,11212.0,97.0,594.0
Melissa Ramirez,26,7.0,73.0,14732.0,86.0,577.0
Richard Carrillo,35,2.0,88.0,12340.0,,640.0
Heather Callahan,46,4.0,68.0,9142.0,91.0,555.0
Frank Walker,21,10.0,,15564.0,149.0,866.0
Kim Martin,34,3.0,,9835.0,146.0,338.0
Alexandria Nichols,62,0.0,28.0,4638.0,119.0,331.0
Mary Caldwell,35,5.0,84.0,11356.0,,487.0
Darrell Lopez,63,4.0,,3778.0,117.0,307.0
Linda Reynolds,54,1.0,27.0,3113.0,170.0,527.0
Brittney Valdez,52,2.0,41.0,3161.0,134.0,192.0
Beverly Hawkins,62,1.0,47.0,,132.0,
Ann Mccullough,35,6.0,47.0,11621.0,109.0,330.0
Shelley Mitchell,58,4.0,44.0,3522.0,118.0,211.0
Luis Sherman,20,12.0,119.0,17678.0,138.0,411.0
George Hubbard,37,6.0,26.0,6249.0,77.0,267.0
Shawn Holland,53,2.0,12.0,1458.0,99.0,476.0
Amy Lester,38,5.0,58.0,8092.0,130.0,623.0
Rachel Larsen,56,1.0,21.0,,67.0,189.0
Christopher Padilla,22,,58.0,,137.0,714.0
Samuel Page,58,1.0,27.0,1426.0,124.0,486.0
Ryan Heath,25,12.0,,19548.0,135.0,525.0
Robert Knight,18,12.0,,19548.0,135.0,525.0
Anthony Barnes,59,1.0,39.0,4272.0,99.0,281.0
Sheila Charles,28,8.0,96.0,11206.0,97.0,777.0
Laura Munoz,63,1.0,21.0,3017.0,162.0,137.0
Kristy Hudson,35,,47.0,13743.0,134.0,728.0
Michael Perez,28,1.0,,14348.0,110.0,648.0
Joshua Padilla,61,2.0,40.0,3191.0,65.0,
Max Lawson,49,5.0,30.0,7323.0,112.0,483.0
Jimmy Willis,52,,39.0,4628.0,168.0,679.0
Patricia Martin,64,4.0,27.0,3562.0,84.0,187.0
Jennifer Miller DDS,44,8.0,,8792.0,,329.0
Michelle Johnson,36,6.0,74.0,7752.0,97.0,338.0
Jeffrey Valenzuela,19,6.0,50.0,19870.0,104.0,702.0
Edward Campbell,24,5.0,103.0,18893.0,105.0,575.0
Mary Lewis,20,,54.0,12930.0,104.0,628.0
Timothy Rose,35,,36.0,12796.0,156.0,637.0
Angela Rodriguez,58,,17.0,1399.0,95.0,470.0
Guy Alexander,25,7.0,100.0,19924.0,126.0,647.0
Michelle Holt,64,4.0,,1755.0,176.0,183.0
Jim Burton,25,5.0,73.0,16628.0,151.0,880.0
Kimberly Harrington,38,,31.0,10098.0,135.0,226.0
Jamie Miller,31,6.0,70.0,13895.0,106.0,
Kristen Booker,35,1.0,66.0,12484.0,103.0,452.0
Rhonda Ferguson,31,9.0,35.0,15126.0,117.0,753.0
Benjamin Fuller,47,4.0,76.0,9989.0,76.0,263.0
Jordan Porter,20,8.0,98.0,16841.0,,819.0
Tami Armstrong,24,7.0,84.0,18720.0,132.0,483.0
Shawn Stone,49,5.0,,9917.0,118.0,598.0
John Smith,37,,26.0,10336.0,90.0,305.0
Arthur Young,53,1.0,12.0,2652.0,145.0,225.0
Adam Wilson,63,1.0,47.0,2678.0,127.0,453.0
John Johnson,26,11.0,,,161.0,525.0
Miranda Jimenez,43,0.0,53.0,9728.0,72.0,238.0
Darin Gonzalez,46,3.0,41.0,,78.0,571.0
John Hernandez,60,3.0,12.0,1241.0,150.0,438.0
Cindy Turner,63,5.0,35.0,2539.0,61.0,115.0
Theodore Garcia,50,7.0,45.0,,123.0,280.0
Dr. Sonya Oliver,48,1.0,44.0,10279.0,,455.0
Oscar Perkins,41,,,11290.0,162.0,489.0
Richard Walker,49,8.0,36.0,11064.0,99.0,355.0
Lori Washington,60,,16.0,1854.0,,
James Thomas,25,4.0,,15062.0,111.0,436.0
Dale Guzman,61,4.0,14.0,4087.0,63.0,687.0
Kari Powers,50,1.0,48.0,11607.0,87.0,325.0
Carmen Gillespie,45,4.0,57.0,11545.0,141.0,506.0
Miguel Porter,35,,83.0,13760.0,130.0,448.0
Brenda Obrien,18,,83.0,13760.0,130.0,448.0
Mary Davidson,52,1.0,18.0,1320.0,155.0,584.0
Lee Leblanc,38,6.0,53.0,6298.0,134.0,435.0
Marissa Anthony,31,,67.0,10436.0,115.0,539.0
John Lloyd,34,9.0,75.0,11613.0,88.0,490.0
Lori Mosley,46,2.0,38.0,7932.0,115.0,423.0
David Ware,58,,23.0,4954.0,82.0,530.0
Christopher Hancock,38,7.0,63.0,10326.0,167.0,553.0
Jermaine Maxwell,39,,,8357.0,81.0,243.0
Michael Clark,51,2.0,,2594.0,75.0,376.0
Raymond Castro,24,4.0,86.0,19516.0,148.0,
Julie Rose,58,2.0,,2190.0,112.0,234.0
Caitlin Perez,26,7.0,73.0,8190.0,,483.0
Amy George,50,8.0,54.0,7848.0,119.0,596.0
Cassandra Potter,31,,68.0,8770.0,151.0,
Greg Rogers,26,10.0,,12812.0,76.0,607.0
Brad Matthews,41,3.0,51.0,9151.0,135.0,424.0
Frances Kirk,46,1.0,66.0,7900.0,148.0,510.0
David Yates,37,2.0,46.0,6912.0,158.0,372.0
Emma Cochran,59,2.0,23.0,1969.0,75.0,591.0
Reginald Howell,28,4.0,91.0,9404.0,87.0,349.0
Suzanne Howell,54,3.0,25.0,2006.0,169.0,671.0
Dr. John Reeves DDS,47,3.0,46.0,9935.0,162.0,
Lori Cross,63,2.0,36.0,3840.0,162.0,233.0
Teresa Stone,63,,10.0,3982.0,122.0,386.0
Jeremy Harris,56,1.0,32.0,1926.0,114.0,686.0
Maria Clarke,49,7.0,53.0,10614.0,98.0,522.0
Jonathan Jackson,38,4.0,62.0,11486.0,,448.0
Ms. Vanessa Aguilar MD,46,,40.0,6119.0,161.0,365.0
Michael Berry,18,,40.0,6119.0,161.0,365.0
Phillip Knight,19,13.0,,16907.0,128.0,772.0
Randall Sandoval,54,2.0,32.0,4462.0,169.0,415.0
Ronald Smith,35,1.0,80.0,10144.0,113.0,318.0
Gina Burton,44,7.0,25.0,8245.0,124.0,220.0
Joyce Durham,23,2.0,69.0,13471.0,157.0,470.0
Frank Pena,39,8.0,25.0,6421.0,145.0,
Jaclyn Green,18,8.0,25.0,6421.0,145.0,
Lisa Pena,33,9.0,56.0,12058.0,162.0,662.0
Nicole Lara,53,1.0,,1794.0,173.0,280.0
Omar Weber,33,3.0,51.0,14387.0,141.0,553.0
Andrew Short,40,6.0,71.0,6012.0,141.0,204.0
Paul Singh,28,6.0,80.0,14250.0,88.0,721.0
Melinda Osborne,43,5.0,60.0,8526.0,81.0,506.0
Kristin Nixon,62,1.0,34.0,3290.0,97.0,229.0
Alexander Jones,52,0.0,15.0,3940.0,123.0,210.0
George Benjamin,62,1.0,49.0,2726.0,70.0,102.0
Patricia Wright,29,8.0,50.0,15676.0,107.0,613.0
Brenda Thompson,56,5.0,43.0,,94.0,691.0
Jennifer Weeks,47,5.0,51.0,8574.0,77.0,612.0
Brian Young,31,2.0,57.0,8763.0,107.0,300.0
Daniel Davis,26,4.0,92.0,11100.0,147.0,382.0
Christopher West,41,7.0,45.0,7603.0,79.0,603.0
Brianna Rodriguez,63,4.0,20.0,2453.0,79.0,350.0
Amber Mitchell,36,6.0,26.0,8865.0,137.0,638.0
Curtis Smith,50,3.0,76.0,10033.0,131.0,
Logan Gomez,48,1.0,69.0,8834.0,126.0,284.0
Clinton Thompson,35,6.0,,14609.0,,767.0
Paul Thompson,24,12.0,69.0,17921.0,114.0,746.0
Nathan Norton,55,3.0,31.0,4235.0,78.0,366.0
Dr. Craig Richmond Jr.,20,14.0,59.0,14214.0,,573.0
Eduardo Thornton,58,,,1335.0,123.0,499.0
Amanda Reynolds,49,,58.0,8785.0,80.0,566.0
Julie Knox,40,2.0,43.0,8735.0,143.0,304.0
Barbara Patterson,32,4.0,55.0,14474.0,159.0,392.0
Rickey Dunlap,23,,117.0,19910.0,96.0,452.0
Cynthia Mejia,38,4.0,36.0,,152.0,352.0
Tiffany Garcia,20,2.0,97.0,18616.0,83.0,465.0
Richard Wilkerson,64,2.0,30.0,1878.0,,324.0
Rodney Leon,53,4.0,19.0,3800.0,66.0,
Vernon Campbell,46,7.0,68.0,8458.0,100.0,
Mrs. Veronica Miller,29,4.0,35.0,,111.0,726.0
Mario James,18,4.0,35.0,,111.0,726.0
Chase Carlson,36,2.0,56.0,,112.0,242.0
Dustin Baxter,41,3.0,48.0,9547.0,73.0,397.0
Cassandra Edwards,37,,62.0,6562.0,151.0,458.0
Michael Sharp,60,2.0,17.0,2075.0,121.0,
Danielle French,64,0.0,25.0,1172.0,103.0,
Tyler Garcia,26,,64.0,11098.0,136.0,416.0
Jessica Smith MD,19,10.0,,17433.0,134.0,651.0
Christopher Collins,32,5.0,70.0,12829.0,131.0,312.0
Sheri Parsons,44,7.0,36.0,7547.0,169.0,379.0
Amanda Alvarado MD,26,,41.0,8957.0,131.0,650.0
Courtney Hays,44,6.0,40.0,11221.0,157.0,231.0
Luis Reed,61,3.0,,3493.0,93.0,108.0
Erica Kidd,21,12.0,105.0,12779.0,134.0,864.0
Michael Gonzalez,40,6.0,25.0,8820.0,145.0,203.0
Jesse Johnson,37,7.0,25.0,,132.0,251.0
Jose Perez,37,1.0,57.0,8184.0,137.0,525.0
Derek Rodgers,61,1.0,43.0,4152.0,178.0,424.0
Emily Armstrong,38,2.0,72.0,9107.0,99.0,
Amber Martinez,58,4.0,27.0,1439.0,133.0,484.0
Kristie Stewart,60,2.0,25.0,2538.0,77.0,541.0
Cheryl Woods,37,3.0,41.0,8115.0,143.0,396.0
Laura Garcia,26,,54.0,8831.0,,691.0
Veronica Avery,62,5.0,,1378.0,92.0,
Matthew Johnson,26,2.0,,13825.0,123.0,709.0
Marisa Lopez,22,8.0,102.0,18448.0,137.0,517.0
Derek Cruz,37,3.0,56.0,10710.0,83.0,647.0
Sherry Munoz,31,7.0,75.0,8321.0,157.0,674.0
Adrian Parsons,42,6.0,45.0,,152.0,572.0
Stephanie Aguilar,53,,19.0,3928.0,167.0,673.0
Todd Johnson,39,6.0,41.0,8925.0,,
Sarah Hansen,24,4.0,96.0,16433.0,131.0,635.0
Samantha Miller,21,10.0,91.0,16186.0,96.0,877.0
Ellen Duffy,37,1.0,65.0,7167.0,167.0,271.0
Billy Phillips,50,8.0,61.0,8490.0,165.0,596.0
Christopher Garrett,44,4.0,70.0,,144.0,235.0
Tara Vaughn,43,8.0,79.0,9218.0,89.0,
John Marshall,36,4.0,68.0,8720.0,78.0,519.0
Sarah White,39,7.0,72.0,10256.0,81.0,373.0
Dawn Brown,49,7.0,30.0,10966.0,77.0,
Joshua Hayes,54,1.0,12.0,3608.0,168.0,282.0
Katherine Foster,36,,74.0,10963.0,111.0,254.0
Teresa Mora,51,4.0,11.0,2740.0,163.0,455.0
Meghan Neal,37,4.0,71.0,,,
Kyle Santos,43,7.0,74.0,9059.0,98.0,320.0
Mrs. Rachel Rodriguez PhD,20,12.0,71.0,12471.0,143.0,721.0
Alexandra Brooks,55,2.0,22.0,1583.0,121.0,
Jessica Smith,35,,77.0,10330.0,,408.0
Brandon Mahoney,45,2.0,68.0,11000.0,137.0,611.0
Aaron Williams,27,6.0,59.0,11136.0,159.0,549.0
Mathew Edwards,32,7.0,68.0,8892.0,117.0,541.0
Jacob Brady II,62,1.0,48.0,3024.0,101.0,595.0
Frederick Kennedy,30,,,,113.0,661.0
Christopher Rice,58,4.0,33.0,3235.0,112.0,372.0
Melissa Martin,50,8.0,30.0,6667.0,169.0,620.0
James Lopez,63,4.0,19.0,2396.0,143.0,377.0
Kenneth Mann,55,4.0,16.0,3495.0,171.0,433.0
Joseph Crawford,19,6.0,95.0,19629.0,,529.0
Taylor Johnson,64,2.0,,4383.0,,584.0
Connor Pierce,27,2.0,48.0,14384.0,,526.0
Amanda Griffin,28,8.0,61.0,14790.0,,
David Oneal,27,8.0,89.0,14077.0,83.0,382.0
Ryan Wallace,61,3.0,23.0,2650.0,118.0,366.0
Tony West,27,3.0,35.0,10286.0,,475.0
Selena Miller,43,4.0,37.0,7446.0,96.0,597.0
Victoria Reed DVM,32,7.0,96.0,9304.0,148.0,665.0
Brandon Johnson,23,11.0,56.0,15642.0,150.0,824.0
Derrick Griffith,21,7.0,119.0,12393.0,133.0,736.0
Matthew Carney,59,,11.0,3584.0,157.0,169.0
Andrea White,64,2.0,39.0,1582.0,175.0,492.0
Adrian Carey,42,3.0,42.0,9123.0,159.0,463.0
Tyler Jackson,27,2.0,,,93.0,414.0
Sherri Bryant,23,6.0,,17310.0,108.0,531.0
Scott Miller,30,5.0,42.0,9235.0,81.0,715.0
Larry Floyd,30,7.0,61.0,11679.0,83.0,643.0
Travis Webster,44,5.0,31.0,10376.0,140.0,207.0
Rachel Rocha,44,2.0,36.0,7567.0,81.0,
Pamela Henry,20,9.0,,,149.0,534.0
Anthony Hopkins,21,9.0,84.0,17544.0,122.0,488.0
Craig Vasquez,32,6.0,97.0,,79.0,447.0
Jesse Smith,34,,53.0,15272.0,103.0,556.0
Stephanie Hall,48,8.0,27.0,10532.0,107.0,423.0
Jennifer Wallace,25,1.0,77.0,12637.0,84.0,746.0
Dawn Thompson,22,9.0,54.0,17378.0,,573.0
Eileen Chandler,20,9.0,51.0,17468.0,157.0,513.0
David Montgomery,58,3.0,27.0,1438.0,177.0,
Jasmine May,24,14.0,62.0,17809.0,127.0,592.0
Cynthia Edwards,34,,95.0,14734.0,143.0,597.0
Dr. David Pearson,28,5.0,,12774.0,100.0,342.0
Dylan Burns,28,4.0,46.0,12215.0,86.0,636.0
Andrew Meyer,55,3.0,20.0,4620.0,89.0,567.0
Kelly Henry,27,7.0,46.0,8037.0,85.0,456.0
Ann Johnson,47,7.0,32.0,11812.0,93.0,210.0
Matthew Heath,45,5.0,48.0,10898.0,80.0,325.0
Caroline Blackwell,29,3.0,90.0,15402.0,106.0,562.0
Tamara Smith,19,,116.0,17504.0,151.0,
Chris Mccarthy,34,3.0,81.0,9466.0,139.0,429.0
Michael Flores,41,4.0,63.0,10935.0,80.0,208.0
James Walker,30,9.0,49.0,15837.0,106.0,319.0
Carolyn Price DVM,47,6.0,58.0,11818.0,98.0,317.0
Robert Garza,45,1.0,64.0,6637.0,130.0,
Jeffery Jones,38,2.0,31.0,10011.0,,623.0
Aaron Morris,41,6.0,62.0,,145.0,633.0
Katherine Ford,39,3.0,59.0,8708.0,109.0,205.0
Elizabeth Lewis,38,,36.0,9512.0,90.0,555.0
Jessica Williams,20,11.0,67.0,19789.0,149.0,
Denise Barnes,20,9.0,63.0,,116.0,478.0
Kimberly Martinez,58,2.0,10.0,4353.0,86.0,157.0
Chelsea Johnson,30,5.0,65.0,15556.0,154.0,486.0
Carrie Garza,52,5.0,17.0,4108.0,150.0,698.0
Michael Shields,35,10.0,74.0,,118.0,496.0
Edward Freeman,59,4.0,24.0,3562.0,162.0,170.0
David Brooks,59,4.0,23.0,3517.0,,244.0
Tim Jarvis,28,,45.0,14746.0,107.0,652.0
Eileen Ball,55,3.0,41.0,1505.0,153.0,590.0
Jennifer Lewis,55,,31.0,2347.0,158.0,333.0
Michelle Atkinson,28,6.0,71.0,8189.0,,
Jim Kim,27,7.0,74.0,14472.0,89.0,764.0
Sharon Parker,30,,80.0,,153.0,736.0
Jessica Hall,40,2.0,75.0,,132.0,427.0
Stacy Ford,45,7.0,54.0,6251.0,,540.0
April Porter,54,1.0,22.0,,87.0,367.0
Brianna Conway,58,2.0,28.0,2460.0,151.0,
Stephen Norman,30,5.0,,15467.0,155.0,525.0
Misty Fleming,62,5.0,40.0,1577.0,,173.0
Adam Morgan,26,9.0,35.0,15167.0,129.0,545.0
Roger Reynolds,41,,26.0,6265.0,113.0,432.0
Kenneth Roberts DDS,45,5.0,50.0,10507.0,111.0,513.0
Vicki Wagner,27,7.0,63.0,13254.0,100.0,
Joshua Alvarez,23,10.0,,12947.0,106.0,662.0
Todd Brown,51,1.0,34.0,2793.0,128.0,428.0
Brenda Hodges,39,5.0,73.0,10303.0,113.0,571.0
Alyssa Crawford,42,7.0,72.0,7967.0,109.0,586.0
Rebecca Perez,58,4.0,30.0,4811.0,,
William Douglas,42,1.0,78.0,8481.0,132.0,419.0
Jesse Hensley,45,0.0,66.0,6866.0,118.0,456.0
Andrea Jackson,58,3.0,31.0,1836.0,171.0,351.0
Timothy Lewis,31,4.0,95.0,9104.0,145.0,435.0
Tiffany Williams,53,0.0,22.0,2541.0,116.0,658.0
Cynthia Meyers,53,3.0,,,90.0,346.0
Christian Henderson,36,2.0,31.0,8683.0,166.0,334.0
Kelly Mcintyre,27,2.0,87.0,13447.0,108.0,372.0
Daniel Gonzalez,21,3.0,84.0,17152.0,134.0,719.0
Jean May,42,6.0,62.0,10877.0,86.0,348.0
Cody Brown,29,2.0,80.0,13267.0,95.0,556.0
Patricia Aguirre,60,1.0,37.0,,84.0,306.0
Bridget Jones,47,,28.0,10327.0,79.0,243.0
Jimmy Lewis,31,11.0,76.0,9246.0,164.0,523.0
Jonathan West,40,5.0,39.0,6948.0,150.0,430.0
Mackenzie Lopez,62,1.0,38.0,4415.0,133.0,204.0
Angela Campbell,23,15.0,62.0,13444.0,,585.0
Brian Anderson,48,6.0,63.0,9456.0,,390.0
Timothy Moreno,30,5.0,91.0,15174.0,122.0,
Richard Sanders,34,3.0,55.0,14858.0,151.0,410.0
Barbara Watson,22,13.0,88.0,,137.0,809.0
Jamie Smith,57,3.0,45.0,1508.0,144.0,193.0
Jennifer Harrison,19,2.0,98.0,14027.0,139.0,712.0
Brandi Houston,48,4.0,53.0,10923.0,166.0,234.0
Brian Henry,31,7.0,61.0,8127.0,79.0,343.0
Terry Dean,21,8.0,88.0,17813.0,151.0,819.0
Sharon Larson,21,,69.0,16915.0,148.0,471.0
Jennifer Johnson,30,,,9651.0,161.0,728.0
Valerie Hughes,61,2.0,31.0,1380.0,168.0,572.0
Judith Blake,48,6.0,36.0,10030.0,80.0,335.0
Timothy Hernandez,52,5.0,17.0,2443.0,151.0,124.0
Jeffery Reyes,25,,65.0,19497.0,118.0,491.0
Juan West,52,1.0,12.0,1775.0,114.0,646.0
Gabriela Phillips,44,3.0,,6383.0,73.0,470.0
Jessica Goodman,46,1.0,30.0,6770.0,99.0,366.0
Tara Mullins,63,4.0,38.0,,114.0,123.0
Joseph Lewis,19,8.0,55.0,,110.0,539.0
Chad Ayala,34,6.0,81.0,14105.0,107.0,418.0
Christopher Lawrence,60,2.0,42.0,2682.0,80.0,606.0
Ashley Miles,21,9.0,,12369.0,129.0,475.0
Aaron Vasquez,22,11.0,,19242.0,82.0,777.0
James Lucas,25,3.0,53.0,16489.0,100.0,701.0
Megan Compton,43,3.0,59.0,11363.0,157.0,489.0
Chelsea Anderson,60,1.0,44.0,2194.0,70.0,368.0
Kimberly Jones,34,9.0,93.0,15946.0,150.0,644.0
Troy Reyes,47,7.0,54.0,10472.0,117.0,537.0
Tami Davis,52,4.0,28.0,1707.0,112.0,641.0
Natalie Washington,59,1.0,27.0,3788.0,62.0,361.0
Juan Jordan,38,4.0,66.0,8050.0,102.0,334.0
Amanda Giles,62,1.0,19.0,2022.0,64.0,123.0
Jordan Woods,27,7.0,85.0,15195.0,112.0,700.0
Richard Evans,57,3.0,15.0,4273.0,84.0,516.0
Jessica Matthews,46,6.0,40.0,9824.0,143.0,238.0
Joseph Roy,46,1.0,59.0,7448.0,107.0,519.0
Kevin Lucero,39,6.0,27.0,6616.0,151.0,469.0
Joshua Meyer,26,1.0,74.0,9004.0,139.0,732.0
Jason Skinner,52,,27.0,1573.0,,216.0
Robert Gilmore,20,8.0,86.0,17254.0,116.0,
Brian Bradshaw,49,,,7288.0,127.0,648.0
Tanya Carrillo,20,,85.0,16660.0,151.0,413.0
Eric Burns,63,1.0,41.0,4508.0,65.0,654.0
Ashley Suarez,24,9.0,,18324.0,,770.0
Mary Mitchell,28,8.0,43.0,11092.0,106.0,335.0
James Mcgee,53,5.0,40.0,3799.0,179.0,363.0
Danielle Burke,33,,94.0,,96.0,386.0
Brian Smith,39,1.0,64.0,8944.0,137.0,261.0
Heather Peterson,49,6.0,76.0,10031.0,93.0,599.0
Rachel Bean,53,1.0,35.0,4208.0,120.0,270.0
Jennifer Jackson,30,1.0,64.0,11458.0,107.0,
Sarah Hudson,52,,11.0,1774.0,71.0,178.0
Michael Howard,30,,71.0,14359.0,164.0,
Joseph Mendez,55,0.0,45.0,3561.0,157.0,682.0
Katie Duran,54,2.0,44.0,3181.0,,614.0
Kelly Colon,25,2.0,105.0,,157.0,466.0
Bradley Baker,31,5.0,92.0,9795.0,,560.0
Christian Cortez,52,4.0,33.0,2702.0,94.0,238.0
Brandon Turner,49,,57.0,8668.0,161.0,298.0
David Hill,51,4.0,19.0,3151.0,168.0,422.0
Michael Pearson,59,4.0,49.0,1877.0,97.0,280.0
David Sanders,39,7.0,63.0,6220.0,83.0,634.0
Alicia Watkins,64,2.0,25.0,1475.0,123.0,383.0
Jeffrey Nelson,35,5.0,35.0,15620.0,118.0,507.0
Patricia Garcia,54,1.0,41.0,3231.0,89.0,294.0
Jacob Estrada,36,6.0,68.0,11105.0,,294.0
Julie Boone,36,2.0,58.0,9630.0,124.0,
Ryan Thomas,50,,59.0,11902.0,97.0,517.0
Ryan Stanton,28,,47.0,11339.0,82.0,549.0
