Name,Steps,HeartRate,Calories,Distance,Duration,Age
Alicia Chapman,8273.0,134.0,432.0,5.61,112.0,60.0
Michael Wallace,,,428.0,8.91,,48.0
Hannah Wilson,3174.0,123.0,414.0,2.88,97.0,
Shannon Becker,12605.0,165.0,114.0,,,59.0
Billy Matthews,,161.0,442.0,3.34,8.0,35.0
Corey Rodriguez,19804.0,144.0,,,98.0,
Sharon Clark,,62.0,616.0,7.86,,
William Haynes,14000.0,,101.0,2.73,13.0,60.0
Kayla Higgins,10487.0,,,,21.0,44.0
Robert Ramos,18179.0,93.0,817.0,,70.0,31.0
Tiffany Richards,,66.0,,7.42,13.0,56.0
Savannah Jones,18724.0,110.0,681.0,,12.0,48.0
Sarah Williams,15635.0,,537.0,4.83,,60.0
Joshua Gonzalez,8483.0,149.0,480.0,9.8,14.0,
Eric Jackson,,142.0,659.0,5.75,59.0,29.0
Danielle Mccall,10268.0,82.0,522.0,14.27,113.0,22.0
Miss Amanda Johnson,4308.0,161.0,471.0,8.42,39.0,25.0
Alicia Ryan,8762.0,168.0,695.0,4.14,95.0,25.0
Ashley Fitzgerald,5983.0,165.0,642.0,13.02,97.0,60.0
Lauren Hudson,11692.0,,508.0,2.61,18.0,34.0
Joe Gordon,14789.0,,110.0,12.26,,24.0
Stephanie Roberts,10072.0,136.0,316.0,0.84,19.0,30.0
Brian Burgess,10062.0,,,12.35,,26.0
Jennifer Williams,10868.0,69.0,501.0,9.77,43.0,
Brandon Humphrey,19307.0,,379.0,,81.0,38.0
David Franco,13936.0,105.0,398.0,14.74,,
Linda Mueller,11209.0,126.0,,13.67,,33.0
Kevin Meyer,9459.0,115.0,157.0,10.21,109.0,50.0
Amanda Vasquez,16832.0,167.0,,,,63.0
Alexis Rhodes,6146.0,,,,27.0,33.0
Paul Hamilton,8350.0,151.0,177.0,6.91,5.0,
Corey Hamilton,8970.0,125.0,594.0,13.14,,60.0
Christine Lee,1516.0,123.0,548.0,6.05,119.0,63.0
Melanie Figueroa,5099.0,176.0,824.0,11.76,14.0,21.0
Mrs. Cindy Boyd,8892.0,92.0,628.0,12.12,73.0,31.0
Christopher Smith,19033.0,80.0,847.0,10.33,,53.0
Mario Vargas,4169.0,109.0,239.0,,111.0,36.0
Mathew Andrews,,126.0,736.0,9.46,104.0,31.0
Julia Craig,,93.0,573.0,1.25,107.0,34.0
Madison Adkins,7074.0,62.0,856.0,2.92,100.0,55.0
George Wheeler,,82.0,856.0,2.63,,48.0
Nicole Arellano,12152.0,154.0,683.0,14.01,97.0,
Randy Rhodes,,125.0,829.0,10.71,68.0,19.0
Jose Mack,3826.0,150.0,464.0,9.6,113.0,43.0
Jose Johnson,2430.0,118.0,,10.37,98.0,60.0
Katie Shaw,16373.0,169.0,267.0,2.23,53.0,28.0
Carolyn Henderson,4974.0,128.0,106.0,7.75,16.0,30.0
Heidi Mendoza,,165.0,703.0,4.88,65.0,61.0
John Bennett,11464.0,72.0,442.0,1.38,101.0,30.0
Travis Owens,18679.0,142.0,517.0,,17.0,37.0
Luis Hobbs,9307.0,,801.0,,30.0,59.0
Kelsey Taylor,11298.0,124.0,525.0,9.84,,41.0
Gene Campbell,10938.0,161.0,566.0,1.38,19.0,
Scott Alexander,7712.0,155.0,147.0,4.33,23.0,40.0
Megan Mueller,4156.0,121.0,718.0,12.4,16.0,51.0
Michael Smith,3433.0,130.0,,12.2,,
Jeffrey Watson,2857.0,84.0,780.0,3.01,87.0,36.0
Jose Hernandez,19184.0,163.0,166.0,2.69,93.0,43.0
Ashley Brown,8134.0,90.0,477.0,8.08,,26.0
Wendy Miller,,150.0,581.0,,76.0,22.0
Scott Carter,12756.0,73.0,130.0,,,
Michael Davis,11777.0,,463.0,0.81,44.0,24.0
Lisa Henderson,12755.0,103.0,215.0,14.78,56.0,51.0
Robert White,9980.0,126.0,,9.11,,27.0
Douglas Morse,19092.0,105.0,470.0,0.75,75.0,45.0
Derrick Marks,15805.0,,734.0,7.87,80.0,
Jordan Brown,16155.0,77.0,773.0,3.93,,
Mrs. Annette Owens,3536.0,,,9.82,,58.0
Pamela Lee,,62.0,377.0,11.01,104.0,36.0
Sarah Mcgee,5016.0,109.0,309.0,14.17,20.0,25.0
Jason James,19947.0,64.0,692.0,12.71,49.0,18.0
Jeremy Johnson,9163.0,83.0,567.0,1.72,77.0,
Sean Flores,2560.0,78.0,765.0,13.77,,
Troy Lopez,3360.0,60.0,373.0,6.38,26.0,61.0
Natalie Johnson,,156.0,118.0,8.85,115.0,36.0
Krystal Bradley,17604.0,156.0,,3.88,7.0,62.0
Mark Fuller,16120.0,,697.0,13.58,,46.0
Darlene Gonzalez,18069.0,79.0,663.0,,64.0,27.0
Tara Warren,18581.0,,854.0,1.49,97.0,39.0
Gary Cooper,18615.0,,,0.61,43.0,21.0
Janet Byrd,3234.0,174.0,700.0,12.92,,
Deanna Green,,80.0,,1.68,9.0,
Andrea Bowen,5566.0,144.0,433.0,7.61,,63.0
Hannah Butler,,74.0,787.0,1.53,,59.0
Robert Adams,10629.0,82.0,201.0,,,
Olivia Gonzalez,19355.0,,143.0,4.83,46.0,
Michael Hall,1590.0,161.0,397.0,14.51,102.0,59.0
Tiffany Miles,,,,8.35,51.0,
Melissa Robinson,10321.0,133.0,273.0,7.59,78.0,58.0
Angela Curry,6210.0,,215.0,10.76,14.0,33.0
Michael Spencer,,,150.0,13.35,91.0,22.0
Nicholas Lopez,11856.0,176.0,,4.47,44.0,
Amber Farrell,,,266.0,10.21,42.0,35.0
Jane Duncan,6380.0,116.0,583.0,10.67,18.0,54.0
Derrick Bowman,16853.0,84.0,658.0,5.09,86.0,27.0
Crystal Porter,6174.0,149.0,526.0,8.66,60.0,
Darrell Noble,18478.0,73.0,235.0,9.17,20.0,45.0
Dawn Bray,6422.0,179.0,,4.77,71.0,
Patrick Mullen,2781.0,131.0,713.0,14.2,,25.0
Sean Gutierrez,,,,1.36,116.0,43.0
Katherine Olson,6561.0,171.0,546.0,11.7,40.0,42.0
Melanie Jenkins,16279.0,163.0,842.0,8.35,83.0,28.0
Scott Lawrence,9629.0,100.0,776.0,,45.0,
Matthew Sanders,,158.0,,12.52,93.0,
Jennifer Roberts,10915.0,170.0,588.0,0.87,16.0,47.0
Shannon Walker,,82.0,299.0,1.22,41.0,18.0
Vincent Russo,13934.0,101.0,695.0,4.14,117.0,32.0
Sean Barron,4109.0,74.0,,6.93,,28.0
Sarah Ramirez,,72.0,560.0,14.07,92.0,53.0
Daniel Clark,18976.0,114.0,280.0,10.98,17.0,50.0
Melissa Harrison,18436.0,84.0,512.0,3.17,75.0,23.0
Jamie York,5751.0,166.0,342.0,3.79,,57.0
Erica Best,14680.0,110.0,803.0,7.31,35.0,33.0
Angela Proctor,15818.0,75.0,,7.51,110.0,
Gina Jennings,,174.0,646.0,12.82,27.0,37.0
David Burns,13335.0,85.0,724.0,9.56,98.0,55.0
Mr. Michael Johnson,16336.0,63.0,433.0,4.94,78.0,22.0
Spencer Jackson,7148.0,111.0,286.0,5.66,99.0,63.0
Daniel Lara,16699.0,131.0,105.0,2.25,32.0,22.0
Timothy Smith,2831.0,124.0,,1.75,84.0,59.0
Adriana Parsons,,112.0,737.0,,38.0,64.0
Randall Walton,,93.0,842.0,14.42,108.0,
Katie Rodriguez,3231.0,81.0,,10.61,,57.0
Daniel Evans,7593.0,,726.0,4.49,22.0,
Samantha French,2113.0,165.0,,13.4,99.0,35.0
Amanda Hubbard,,129.0,793.0,3.51,62.0,56.0
Amy Moore,16248.0,141.0,,8.28,101.0,32.0
Ariel Higgins,12650.0,152.0,651.0,1.73,76.0,51.0
Debbie Hernandez MD,,81.0,155.0,8.94,110.0,54.0
Kelly Simpson,10953.0,67.0,541.0,3.07,103.0,64.0
William Ramirez,18207.0,143.0,471.0,8.28,,
Jamie Martinez,15471.0,145.0,252.0,11.06,114.0,49.0
Bryan Hood,4691.0,174.0,845.0,6.41,19.0,
Melissa Hamilton,,69.0,677.0,,29.0,61.0
Juan Little,17030.0,169.0,352.0,9.16,44.0,51.0
Mark Webb,17288.0,145.0,,,,59.0
Jared Burgess,1334.0,159.0,780.0,9.51,70.0,
Abigail Phillips,19463.0,176.0,494.0,8.53,81.0,26.0
Edward Conley,,163.0,844.0,12.95,89.0,
John Wood,17109.0,103.0,714.0,1.77,49.0,62.0
Melody Bartlett,4322.0,113.0,760.0,0.69,8.0,29.0
Lisa Schwartz,5321.0,169.0,167.0,13.71,115.0,
Gina Hanson,18576.0,,,13.93,89.0,37.0
Richard Nunez,7081.0,125.0,797.0,,,54.0
Crystal Freeman,8988.0,140.0,395.0,12.42,,27.0
Tara Burns,5651.0,131.0,,7.45,88.0,64.0
Michael Nelson,,89.0,501.0,10.56,76.0,50.0
Brenda Castro,11836.0,,137.0,0.98,91.0,
Jeffrey Howard,10376.0,,,,110.0,34.0
Brandon Munoz,19377.0,115.0,338.0,11.29,85.0,44.0
Jeffrey Williams,10783.0,145.0,462.0,1.74,67.0,64.0
Jerome Ali,14029.0,134.0,691.0,11.44,19.0,31.0
James Singh,7816.0,,,13.54,17.0,36.0
Christopher Davidson,3482.0,75.0,,11.38,,
Leslie Olson PhD,15115.0,98.0,193.0,5.68,52.0,43.0
Rachel Williams,5557.0,61.0,873.0,9.12,82.0,18.0
Paul Richardson MD,12672.0,122.0,,12.98,59.0,40.0
Roy Ball,,106.0,516.0,7.19,69.0,29.0
Robert Espinoza,10236.0,141.0,622.0,10.09,13.0,60.0
Dr. Amanda West,10471.0,72.0,370.0,1.78,102.0,49.0
Tracy West,13349.0,123.0,296.0,,,59.0
Richard Powell,11696.0,138.0,,2.82,90.0,
Andrea Johnson,17400.0,126.0,,8.86,40.0,43.0
Timothy Lucero,,96.0,,,89.0,51.0
Robert Perry,,,385.0,,17.0,53.0
Joshua Sosa,4208.0,97.0,,4.13,,
Jessica Hernandez,2901.0,147.0,816.0,11.78,15.0,23.0
Martha Bailey,19438.0,81.0,440.0,,34.0,56.0
Mark Morris,4017.0,156.0,596.0,,20.0,47.0
Beth Noble,5573.0,121.0,346.0,,45.0,55.0
Brian Morris,,134.0,,,91.0,48.0
Krystal West,7358.0,,594.0,10.29,,
Kathleen Little,14921.0,112.0,,8.41,90.0,
Danny Smith,10609.0,150.0,790.0,4.46,31.0,
David Burton,11510.0,162.0,780.0,6.34,,50.0
Amber Peters,8159.0,,251.0,0.79,,58.0
Haley Wood,4524.0,,534.0,,118.0,
Robert Trevino,,137.0,518.0,3.21,53.0,
Juan Harrison,5865.0,114.0,388.0,,87.0,
Michael Reyes,,96.0,821.0,7.58,,26.0
Lauren Jones,11387.0,,776.0,3.01,104.0,61.0
Christopher Hall,14996.0,175.0,658.0,13.33,108.0,24.0
Kevin Walker,18605.0,93.0,890.0,4.56,76.0,
Richard Calhoun,,143.0,173.0,14.44,109.0,38.0
Deborah Henry,1404.0,131.0,,1.23,,
Curtis Stephens,12770.0,152.0,,,115.0,37.0
Deborah Barker,9601.0,107.0,824.0,11.21,100.0,64.0
Tracey Larson,1217.0,106.0,,2.92,103.0,44.0
Thomas Mckinney,10114.0,,237.0,,,18.0
Nicole Lee,11588.0,179.0,,9.6,,57.0
Debra Wood,15966.0,145.0,590.0,14.04,7.0,48.0
John Moore,,,154.0,8.69,97.0,61.0
Tammy Dominguez DDS,6380.0,,865.0,1.68,56.0,
Dawn Clark,,90.0,818.0,13.81,74.0,63.0
Andrew Thomas,,161.0,196.0,10.25,,36.0
Amber Hoffman,17115.0,90.0,877.0,11.44,81.0,
Jamie Williams,16013.0,136.0,877.0,10.99,39.0,33.0
Victor Crawford,,78.0,179.0,3.71,92.0,29.0
Dominic Jones,4640.0,,338.0,14.84,61.0,63.0
Patricia Cruz,13181.0,,367.0,7.99,67.0,21.0
David Anderson,4861.0,157.0,758.0,1.22,39.0,41.0
Misty Williams,4377.0,134.0,539.0,6.89,6.0,
Matthew Turner,15131.0,81.0,270.0,2.22,,43.0
Raymond Mcintosh,19681.0,87.0,760.0,8.78,58.0,41.0
Joel Garrett,15073.0,129.0,361.0,,23.0,
Amanda Curry,,129.0,110.0,3.32,92.0,
Brian Hall,4628.0,,881.0,5.08,33.0,36.0
Megan Green,14689.0,129.0,314.0,10.0,41.0,
Bradley Hinton,9398.0,65.0,,10.85,64.0,50.0
Amanda Medina,12732.0,121.0,,,110.0,56.0
Patrick Elliott,,,737.0,,46.0,
Jonathan Wright,13248.0,,,6.63,60.0,47.0
Megan Robinson,,,408.0,,,
Tony Hodge,,93.0,431.0,9.83,110.0,
Jennifer Lee,7954.0,126.0,,4.71,,61.0
Hannah Jones,,155.0,375.0,7.82,82.0,29.0
Brandon Smith,19478.0,80.0,348.0,,66.0,31.0
Tammy Mcintyre,,,567.0,,110.0,53.0
Jerry Hall,2091.0,154.0,320.0,1.0,34.0,45.0
Kimberly Rogers,2195.0,,301.0,5.58,12.0,26.0
Joshua Cruz,12725.0,63.0,498.0,,,64.0
Margaret Shepard,10420.0,86.0,665.0,8.95,13.0,23.0
Lisa Willis,5006.0,62.0,660.0,2.63,116.0,30.0
Andrew Hines,13870.0,179.0,891.0,9.31,20.0,
Jennifer Price,4511.0,122.0,199.0,6.74,,21.0
Amanda Newton,,176.0,848.0,,65.0,
Amanda Schmidt,17257.0,96.0,250.0,14.55,60.0,52.0
Angela Fischer,16433.0,122.0,412.0,1.53,51.0,37.0
Teresa Scott,16972.0,122.0,187.0,13.64,110.0,54.0
William Garcia,9501.0,,269.0,2.06,,56.0
Ricardo Mitchell,9493.0,105.0,627.0,1.69,80.0,41.0
Mr. Travis Jones,9143.0,63.0,592.0,,64.0,
Benjamin Phillips,9213.0,115.0,110.0,11.85,89.0,23.0
Jason Turner,14078.0,172.0,119.0,4.27,,
Thomas Brown,14289.0,,198.0,14.99,55.0,26.0
Claire Patterson,14689.0,,807.0,14.03,,
Dr. Chase Webb,16438.0,154.0,,,45.0,33.0
Robin Thompson,,68.0,666.0,11.22,54.0,43.0
Martin Soto,13758.0,144.0,553.0,12.25,119.0,
Kerry Weaver,17679.0,,682.0,8.11,41.0,
William Gardner,14867.0,144.0,679.0,1.87,,25.0
Virginia Rogers,10760.0,141.0,882.0,7.76,76.0,46.0
Lisa Cantu,10086.0,,,12.38,115.0,40.0
Steven Sanchez,5084.0,84.0,466.0,2.68,114.0,
Betty Oconnell,11764.0,,108.0,,21.0,
Robert Clark,1095.0,174.0,537.0,,66.0,
Phyllis Williams,14659.0,98.0,899.0,14.88,5.0,43.0
Donald Jackson,12561.0,66.0,869.0,10.89,108.0,56.0
Jennifer Kent,16954.0,67.0,,12.4,75.0,
Tony Henderson,15585.0,110.0,234.0,,31.0,55.0
Alexis Carter,1153.0,73.0,,9.26,48.0,47.0
Tony Parks,15018.0,85.0,,6.3,,56.0
Christian Randolph DVM,1361.0,127.0,403.0,10.19,,19.0
Melissa Clark,,163.0,,2.66,84.0,31.0
Amy Gonzalez,16254.0,141.0,645.0,,60.0,54.0
Dawn Owens,2646.0,160.0,320.0,14.91,,54.0
Ronald Knight,1481.0,114.0,257.0,,8.0,64.0
Ryan Michael,18432.0,134.0,391.0,0.82,17.0,39.0
Tonya Brown,5789.0,84.0,608.0,8.7,60.0,
Denise Mcintyre,7035.0,169.0,541.0,,,40.0
Melanie Vasquez,1439.0,,270.0,4.94,68.0,23.0
Jacob Taylor,5797.0,,182.0,3.82,89.0,56.0
Donna Martin,,61.0,237.0,11.83,49.0,
Michele Ramsey,19462.0,106.0,794.0,6.02,88.0,
Cody Brennan,14416.0,177.0,185.0,2.63,95.0,37.0
Benjamin Owen,18911.0,136.0,853.0,6.97,,
Alison Cardenas,3504.0,124.0,350.0,5.05,8.0,44.0
Joan Combs,9163.0,131.0,561.0,6.03,,24.0
Joshua Mcmahon,19221.0,116.0,260.0,14.53,45.0,38.0
Anthony Byrd,,113.0,,13.94,73.0,60.0
Kayla Martin,19025.0,177.0,380.0,8.21,23.0,43.0
Melissa Turner,,147.0,726.0,3.59,,
Jordan Wright,19666.0,145.0,626.0,14.65,,45.0
Kristin Taylor,1134.0,111.0,326.0,10.13,,27.0
Gary Duran,12380.0,156.0,192.0,,,34.0
Eric Thomas,12876.0,75.0,880.0,,31.0,57.0
Christopher Harrison,11379.0,,335.0,1.28,32.0,24.0
Dr. Bruce Edwards,9235.0,101.0,247.0,13.76,39.0,42.0
Mark Harris,10427.0,,561.0,,110.0,42.0
David Delgado,17185.0,,271.0,1.32,30.0,51.0
Robert Alexander,6190.0,71.0,,8.69,34.0,58.0
Casey Peterson,14734.0,72.0,791.0,5.51,117.0,46.0
Michael Osborn,11312.0,61.0,287.0,,,29.0
Dennis Lewis,11067.0,146.0,513.0,,73.0,
Melissa Vasquez,5835.0,162.0,717.0,5.67,34.0,
Christopher Singh,,175.0,817.0,,51.0,20.0
Shannon Hall,6083.0,86.0,874.0,2.44,24.0,50.0
Anne Parks,,112.0,,0.98,,24.0
James Perez,14929.0,160.0,143.0,1.65,60.0,41.0
Karen Patterson,10332.0,135.0,,2.06,60.0,43.0
Kenneth Finley,,,,6.25,90.0,60.0
Phillip Duarte,6432.0,163.0,,1.5,82.0,
Lauren Marsh,16053.0,61.0,485.0,,,
Joseph Williams,15805.0,,803.0,10.65,40.0,
Rachael Martinez,12273.0,101.0,898.0,2.3,101.0,
Eric Baker,16431.0,,555.0,1.73,38.0,63.0
Seth Phillips,11603.0,,737.0,14.84,11.0,21.0
Gabriel Burke,2364.0,,334.0,6.78,116.0,39.0
Daniel Price,16066.0,95.0,212.0,5.35,104.0,63.0
Monique Harris,,,141.0,10.86,15.0,21.0
Michael Martin,,144.0,109.0,8.84,30.0,25.0
Steven Meadows,9625.0,,897.0,6.35,38.0,23.0
James Rivas MD,7861.0,120.0,512.0,8.58,13.0,44.0
Sierra Garcia,1615.0,,,8.75,85.0,36.0
Rodney Mitchell,10116.0,116.0,783.0,12.97,61.0,36.0
Summer Oliver,,88.0,506.0,11.92,66.0,29.0
Melanie Clark,7755.0,,132.0,6.29,23.0,28.0
Angela White,5060.0,77.0,614.0,,100.0,
Virginia Sharp,,160.0,,1.98,36.0,28.0
Justin Medina,16201.0,144.0,232.0,,91.0,24.0
Brian Shaw,,69.0,526.0,8.32,,22.0
Jordan Weiss,17317.0,,,8.2,80.0,59.0
Stephen Butler,9836.0,148.0,,10.69,30.0,21.0
Kristen Pope,16833.0,132.0,293.0,4.28,,
Ashley Ibarra,4376.0,124.0,425.0,13.6,52.0,40.0
Donna Hendrix,13548.0,145.0,249.0,3.46,5.0,23.0
Angela Curry,13829.0,66.0,526.0,14.36,80.0,56.0
James Freeman,17853.0,176.0,277.0,,86.0,30.0
Craig Stone,5222.0,,656.0,,90.0,
Matthew Henderson DVM,2758.0,99.0,287.0,11.2,116.0,
Pamela Briggs,1774.0,150.0,326.0,3.38,6.0,52.0
Jennifer Nguyen,5761.0,,821.0,,45.0,
Julie Howard,,67.0,884.0,4.89,19.0,46.0
Lisa Baldwin,1179.0,,465.0,0.79,106.0,
Dr. Raymond Morgan,9708.0,,135.0,8.48,7.0,29.0
Laura Jones,18670.0,93.0,,7.27,51.0,50.0
Cindy Cooke,5031.0,160.0,274.0,9.34,99.0,35.0
James Williams,12517.0,,734.0,13.6,97.0,28.0
Mario Garner,16702.0,176.0,,9.54,65.0,36.0
Sandra Peters,9667.0,103.0,,,85.0,36.0
Connie Taylor,4148.0,60.0,,6.82,61.0,30.0
Anne Carroll,,,313.0,7.01,60.0,48.0
Kimberly Johnson,17865.0,117.0,540.0,9.93,117.0,49.0
Stephen Walton,15643.0,138.0,223.0,7.28,83.0,48.0
Kevin Miller DDS,12993.0,81.0,526.0,2.47,17.0,39.0
Katherine Harrington,5451.0,73.0,719.0,5.59,30.0,38.0
Angela Wu,4403.0,97.0,553.0,3.84,87.0,60.0
Jeffrey Thompson,10698.0,67.0,351.0,3.26,33.0,35.0
Mathew Carpenter,17854.0,170.0,,5.99,28.0,21.0
Gregory Miller,15050.0,,339.0,8.28,,24.0
Leah Willis,,164.0,861.0,11.95,77.0,48.0
Francisco Paul,6069.0,145.0,857.0,9.27,74.0,31.0
Tammy Young,3623.0,83.0,456.0,11.88,69.0,25.0
Erin Peterson,14457.0,,184.0,,63.0,24.0
Maria Flores,3049.0,77.0,,3.06,13.0,46.0
Gloria George,2424.0,179.0,254.0,5.04,,47.0
Melissa Chan,18828.0,,880.0,7.04,87.0,54.0
Jason Ross,13999.0,117.0,864.0,12.67,79.0,55.0
Steve Johnson,7851.0,70.0,145.0,13.84,61.0,38.0
Lauren Kelly,3103.0,108.0,603.0,12.98,82.0,29.0
Shane Meza,19579.0,73.0,,3.31,41.0,58.0
Christopher Mclaughlin,,107.0,562.0,3.74,91.0,63.0
Tyler Nguyen,7061.0,132.0,711.0,4.05,22.0,
Anna Cummings,13682.0,115.0,697.0,,70.0,60.0
Pamela Morris,17763.0,150.0,526.0,13.61,108.0,63.0
Lisa Burton,19256.0,135.0,502.0,7.73,52.0,60.0
Joseph Harris,17498.0,163.0,,,,31.0
Stephanie Morris,14432.0,175.0,171.0,0.82,110.0,28.0
Samantha Alvarado,15065.0,87.0,297.0,4.3,47.0,47.0
Jason Russell,4267.0,101.0,421.0,11.59,,20.0
Jonathan Smith,12798.0,121.0,875.0,9.29,48.0,36.0
Mrs. Regina Baker,,92.0,346.0,3.17,41.0,45.0
Amy Stewart,16377.0,94.0,,,105.0,53.0
Jessica Larson,3299.0,,173.0,12.3,31.0,49.0
Mr. Anthony Hoffman,3171.0,152.0,,12.95,74.0,25.0
Gerald Stevens,,127.0,315.0,2.81,107.0,55.0
Richard Rodriguez,15137.0,117.0,,12.66,,20.0
Kim Sparks,,122.0,678.0,12.71,49.0,62.0
Melanie Simmons,1711.0,72.0,698.0,6.88,72.0,
Lee Gilmore,1147.0,80.0,253.0,4.24,,29.0
Ashley Moss,7005.0,173.0,,5.59,59.0,20.0
Ashley Woodward,5464.0,63.0,472.0,6.38,40.0,
Roger Maldonado,16318.0,,806.0,3.43,,59.0
James French,6522.0,108.0,,,70.0,48.0
Judith Harris,,82.0,,6.6,,53.0
Donald Roberts,14125.0,90.0,560.0,13.88,35.0,28.0
Michael Pena,19454.0,,366.0,2.67,70.0,51.0
April Gutierrez,14105.0,95.0,219.0,12.95,32.0,40.0
Jessica Gilmore,12073.0,71.0,197.0,3.11,,33.0
Susan Powell,5863.0,142.0,170.0,8.6,,27.0
Ryan Sparks,17080.0,118.0,,,26.0,28.0
Jessica Williams,4844.0,160.0,359.0,,117.0,47.0
Christopher Lamb,,179.0,766.0,,78.0,33.0
Elizabeth Maldonado,,,,2.51,45.0,27.0
Jessica Mcdonald,19690.0,80.0,350.0,4.78,117.0,21.0
Christine Miller,6062.0,,183.0,2.39,22.0,54.0
Natalie Smith,4324.0,122.0,795.0,11.23,25.0,18.0
Miguel Gray,,161.0,419.0,,92.0,64.0
Joseph Campbell,16717.0,,237.0,,15.0,55.0
Sophia Lang,5001.0,136.0,241.0,4.75,62.0,22.0
Jacob Mcknight,2621.0,,208.0,,,
Jacqueline Golden,5148.0,167.0,,7.97,,
Brandi Richardson,18428.0,94.0,,,74.0,33.0
Jordan Garcia,4712.0,,419.0,14.68,10.0,29.0
Amber Gutierrez,14590.0,138.0,460.0,7.65,14.0,23.0
John Brown,13105.0,77.0,260.0,11.09,93.0,46.0
Melvin Garrett,7880.0,165.0,254.0,9.01,23.0,45.0
Kevin Dougherty,13831.0,162.0,781.0,,118.0,30.0
Amber Walker,2049.0,170.0,276.0,,107.0,60.0
Megan Norton,12127.0,106.0,205.0,8.93,13.0,30.0
Adam Good,7380.0,179.0,,,13.0,59.0
Zachary Lopez,6164.0,,,,77.0,
Christopher Soto,3041.0,172.0,796.0,,,24.0
Carolyn Gomez,13778.0,167.0,634.0,0.92,58.0,49.0
Jennifer Young,3387.0,74.0,482.0,12.39,32.0,18.0
Taylor Baker,17920.0,87.0,685.0,0.73,75.0,46.0
Christina Turner,5753.0,117.0,571.0,7.74,,53.0
Marilyn Scott,,153.0,,12.62,93.0,
Ashley Harris,,106.0,844.0,10.11,95.0,59.0
Robert Bruce,16403.0,148.0,435.0,8.37,,51.0
Jill Salas,2996.0,,,7.52,75.0,53.0
Katherine Foster,,,799.0,3.74,89.0,22.0
Patricia Martin,18818.0,,,12.92,45.0,56.0
Joel Parker,9481.0,,669.0,8.92,71.0,42.0
Charles Wright DVM,8603.0,77.0,,6.09,,
Michelle Powers,16369.0,165.0,185.0,9.27,,29.0
Alison Carr,8983.0,176.0,866.0,,60.0,45.0
Matthew Williams,19123.0,170.0,236.0,12.94,87.0,21.0
Kimberly Singh,17270.0,,,2.94,37.0,21.0
Brandon Davis,12500.0,74.0,,6.97,64.0,
Jill Byrd,1662.0,109.0,152.0,,,64.0
Jeffrey Castaneda,16014.0,114.0,,,86.0,31.0
David Golden,,116.0,173.0,,98.0,41.0
Susan Murillo,8843.0,157.0,330.0,13.77,103.0,35.0
James Miller,3850.0,98.0,254.0,6.75,,45.0
Ronald Miller,19539.0,132.0,190.0,13.48,,43.0
Holly Gilbert,8152.0,,,5.52,55.0,36.0
Robert Glass,3640.0,,776.0,14.16,47.0,
Sarah Mathis,6615.0,81.0,218.0,12.55,79.0,
Sheila Nash,19011.0,125.0,176.0,0.82,80.0,60.0
Elizabeth Leon,2869.0,92.0,222.0,,100.0,29.0
Amy Larsen,14698.0,157.0,620.0,4.25,33.0,55.0
Joyce Long,12244.0,110.0,118.0,5.19,6.0,38.0
Tom Riddle,18869.0,89.0,685.0,0.5,,64.0
Brian Rodriguez,15713.0,,682.0,10.43,87.0,27.0
Joshua Gomez,1655.0,,608.0,11.74,66.0,40.0
Jason Hicks,14728.0,83.0,264.0,1.85,44.0,30.0
James Valencia,16978.0,94.0,363.0,,58.0,64.0
Aaron Johnson,,110.0,659.0,13.91,6.0,50.0
Ryan Maldonado,,,704.0,0.69,83.0,
Brian Garcia,11790.0,141.0,543.0,12.39,24.0,
John Young,3495.0,,820.0,,34.0,22.0
Veronica Lang,2265.0,129.0,598.0,10.64,104.0,27.0
Cameron Warren,,136.0,247.0,0.5,69.0,46.0
Jerry Ruiz,6164.0,138.0,646.0,2.03,27.0,41.0
Lisa Welch,3249.0,,141.0,11.25,,63.0
Dustin Duran,12093.0,116.0,146.0,12.6,67.0,54.0
Jennifer Moore,5006.0,89.0,634.0,,102.0,44.0
Barry Walker,11488.0,,707.0,12.88,,19.0
Lisa Austin,11535.0,153.0,,2.64,75.0,59.0
Stephen Hanna,11054.0,81.0,814.0,3.56,,
Phyllis Jones,1686.0,,,8.25,,43.0
Allison Jacobs,,60.0,,1.32,99.0,
Karen Benson,,69.0,218.0,1.13,114.0,25.0
Ashley Mann,9201.0,155.0,512.0,0.8,19.0,35.0
Aaron Ramos,8019.0,80.0,398.0,9.97,32.0,36.0
Jeffrey Lynch,,175.0,552.0,2.68,101.0,57.0
Taylor Edwards,10938.0,118.0,214.0,,27.0,64.0
Michael Norton,16378.0,,625.0,8.68,102.0,38.0
Scott Novak,7942.0,108.0,162.0,6.09,51.0,42.0
Shawn Ibarra,12171.0,92.0,119.0,4.11,18.0,21.0
Michelle Bell,13036.0,89.0,,5.35,115.0,52.0
Ashley White,12414.0,157.0,420.0,2.41,30.0,53.0
Pamela Maddox,16216.0,155.0,730.0,14.11,47.0,56.0
Elizabeth Bean,7087.0,135.0,,13.92,91.0,48.0
Karla Owens,7098.0,155.0,,3.0,60.0,61.0
Mr. Kenneth Silva,9057.0,123.0,513.0,4.82,65.0,
Taylor Hall,19495.0,,517.0,4.32,86.0,30.0
Lindsey Cannon,5850.0,160.0,793.0,8.16,27.0,
Denise Clark,7047.0,164.0,,8.62,113.0,56.0
Shawn Salinas,,126.0,255.0,,88.0,59.0
