Name,Steps,HeartRate,CaloriesBurned,HoursOfSleep,DistanceWalked,ActivityType
Stephanie Knox,7875,83.7,2400.4,9.9,10.96,Cycling
Judith Young,19657,81.8,2422.5,7.0,3.7,Running
Peter Marquez,11090,73.7,1499.0,4.4,11.01,Running
Charles Huff,3251,78.8,2123.9,7.1,5.89,Cycling
Jeremy Carlson,17160,81.8,2028.4,8.6,5.31,Running
Tamara Wood,6962,81.7,1891.6,7.8,3.66,Resting
Bryan Cardenas,4008,74.4,1881.4,8.5,8.78,Cycling
Megan Lopez,8056,72.0,2507.3,8.4,14.9,Walking
Clayton Price,9543,84.2,2525.9,8.1,14.49,Cycling
Sharon Hill,10336,67.3,2110.6,6.2,1.06,Walking
James Sanchez,1937,95.1,1999.6,8.5,1.22,Running
Kayla Melton,12552,75.0,1869.4,7.8,8.41,Resting
Ryan Fritz,16804,82.1,2050.1,9.4,5.36,Resting
Jordan Wheeler,15929,70.8,1891.4,9.1,9.63,Running
Jacob Tyler,10998,76.3,1872.8,6.3,3.61,Resting
Rick Fitzpatrick,19126,80.3,2091.0,6.8,6.7,Cycling
Christopher Randall,15301,75.6,1549.7,5.3,8.34,Resting
Denise Cox,17491,64.0,2332.8,8.6,10.86,Running
Heidi Stephens,12193,79.9,2230.0,7.0,14.43,Running
Paul Liu,3660,63.8,2725.1,8.8,8.78,Resting
Jennifer Cook,1021,67.7,1796.4,7.7,12.71,Walking
Brenda Garcia,14397,74.6,2736.2,7.7,10.69,Cycling
Kristine Harmon,5595,83.2,2178.2,9.2,4.81,Walking
Krista Rangel,5395,84.8,2695.8,8.7,1.04,Walking
Michael Hancock,15555,70.4,1864.6,4.9,2.08,Resting
Jeffrey Smith,3997,86.5,2173.9,4.5,12.58,Walking
Natalie Mccormick,4959,74.7,1303.1,7.0,13.88,Walking
Karen Kelly,8715,71.7,2614.9,5.7,9.0,Walking
Gary Moody,16013,73.5,2428.9,7.9,4.17,Walking
Jorge Guerra,8044,85.9,2172.0,7.7,4.44,Resting
Joseph Howe,12319,78.2,1823.8,9.0,9.18,Resting
Robert Adams,6789,57.6,2598.4,8.4,4.37,Running
Dennis Ross,19671,88.5,1855.6,4.9,14.14,Cycling
Jacqueline Bernard,13313,70.3,2421.7,5.0,7.94,Cycling
Janet Hubbard,11164,67.6,1779.5,4.2,2.15,Walking
Leslie Banks,7270,73.5,2246.1,4.2,7.81,Walking
Barbara West,19117,62.5,2189.8,6.0,13.28,Walking
Peter Adams,4035,71.9,2024.5,4.9,1.67,Cycling
Sara Clark,9152,85.8,1900.4,10.0,4.08,Cycling
Joshua Johnson,3026,84.2,2134.5,8.1,3.76,Running
Gerald Hudson,13459,79.7,2293.9,6.6,13.71,Cycling
John Blackburn,6778,64.1,1989.2,6.3,1.65,Walking
Jason Hanson,10337,91.5,2286.9,6.3,13.03,Running
Gabriel Wheeler,16630,58.3,2335.4,9.0,4.65,Walking
Brandon Mccullough,5303,61.4,2291.8,7.5,12.77,Running
Marisa Alexander,8493,83.4,2417.7,9.3,5.28,Walking
Ryan Johnson,16727,69.3,2793.2,9.9,6.39,Resting
Jessica Gill,19338,71.4,1853.0,7.5,11.03,Walking
Patrick Woods,10776,72.6,1661.9,8.4,9.59,Cycling
George Larson,11881,72.6,1805.4,6.3,1.35,Walking
Kevin Jones,15722,75.6,2315.0,4.6,14.72,Cycling
Julie Ross,5646,82.9,1392.7,7.8,13.96,Resting
Lisa Gomez,13214,79.4,2157.2,10.0,12.71,Resting
Julie Smith,2035,69.6,2435.2,4.9,3.78,Walking
Hector Wilcox,3869,64.6,2211.3,8.4,6.72,Running
Erica Gomez,19661,84.9,2019.4,7.2,12.92,Cycling
Katelyn Burton,3012,77.3,1736.9,8.3,13.57,Resting
Richard Morrison,12721,62.3,2621.6,5.8,13.57,Resting
Regina Miller,17714,79.0,2042.3,8.1,1.99,Cycling
April Garner,15181,92.8,2123.8,9.4,4.38,Walking
Stephen Rodriguez,17580,68.0,2182.1,6.3,2.6,Cycling
Melody Williams,4514,73.9,2996.4,4.8,14.42,Cycling
Christopher Flowers,6606,83.1,2176.9,9.5,14.68,Resting
Christine Delgado,1426,62.3,2582.2,6.8,13.07,Running
Andrew Thomas,12610,79.5,2204.4,6.1,9.52,Cycling
Maria Love,13705,61.6,2574.0,9.1,9.51,Cycling
Erin Allen,9285,78.3,1627.2,6.8,13.07,Cycling
Douglas Mcneil,18234,86.1,2609.4,4.0,8.69,Running
John Wood,16007,67.0,2189.2,6.3,8.77,Walking
Danielle Moore,1509,70.5,2663.2,9.0,7.39,Resting
Charles Rogers,6276,66.3,1781.5,6.0,8.45,Walking
Yesenia Aguirre,17977,67.9,1794.5,7.0,13.69,Cycling
Caroline Johnson,9499,63.9,2998.3,6.5,14.14,Running
Kylie Sellers,13167,72.1,2235.7,7.4,11.47,Resting
Lance Murray,4777,76.7,1652.0,4.9,13.78,Running
Benjamin Smith,17623,60.3,2345.8,5.7,10.55,Running
John Combs,8500,53.4,2317.8,7.7,13.99,Cycling
Christina Jacobs,5732,69.0,2215.1,8.7,14.87,Running
Michael Ward,4652,78.6,2514.2,7.8,12.73,Running
Ana Cooper,16644,74.1,1888.5,6.1,9.31,Walking
Todd Quinn,1753,85.1,2012.7,7.8,9.99,Resting
Dawn Taylor,8253,65.2,1998.5,4.7,13.71,Walking
Elizabeth Lee,7626,75.1,2139.7,7.7,7.8,Running
Stephanie Collins,12932,58.1,2698.5,9.3,5.38,Running
Donald Jimenez,15337,75.6,2234.3,4.9,2.9,Running
Kim Edwards,4963,75.9,1963.2,9.8,5.84,Cycling
Benjamin Marsh,3091,73.7,2198.8,4.5,4.82,Walking
Mark Barrera,12085,90.7,1801.1,9.2,14.51,Resting
Erika Wilson,19258,59.3,2814.5,7.4,6.49,Running
Donna Kelly,19597,61.7,2387.4,5.9,5.12,Running
Chad Weaver,5839,90.3,2664.5,7.5,14.37,Resting
Frederick Petersen,11583,60.0,2004.1,7.8,2.66,Cycling
Amber Hobbs MD,6029,55.8,2459.4,8.3,7.25,Walking
Emily Moss,6511,82.8,2770.6,4.8,4.63,Resting
Tyler Estes,18936,105.9,2123.3,4.6,4.85,Resting
Victor Haley,13847,75.5,3325.3,8.7,2.02,Walking
Joseph Andrade,1585,76.9,2589.3,5.2,12.46,Walking
Bradley Howard,5790,58.0,2755.4,4.0,14.58,Running
Lawrence Patel,16025,66.1,2601.1,8.5,6.46,Cycling
Deborah Sanchez,12454,82.4,1383.5,7.9,1.41,Walking
Seth Gallagher,4368,76.8,2217.4,9.2,11.29,Resting
Danielle Anderson,1599,82.2,1991.3,5.1,10.91,Walking
Heather Dickson,12308,69.6,1446.0,5.3,13.39,Resting
Patrick Robertson,18555,80.2,2270.4,8.2,4.2,Resting
Karen Harris,8229,76.8,2248.4,7.9,8.34,Cycling
Michael Davis,7877,76.7,3014.0,6.8,4.24,Walking
Katherine Coleman,9409,80.8,2323.0,4.5,5.61,Cycling
Krystal Hudson,10336,77.7,2267.5,6.5,10.08,Running
Malik Jones,17311,97.9,2092.6,4.2,7.66,Running
William Wilcox,13715,72.6,2230.6,7.5,10.93,Cycling
John Martin,14532,74.4,2151.7,4.4,10.35,Running
Eric Palmer DDS,13870,78.5,2338.6,9.4,10.82,Walking
Walter Pierce,12508,86.1,2976.7,9.7,12.99,Resting
Cheryl Campbell,15453,72.2,2174.7,7.5,5.46,Running
David Bell,4174,88.5,2071.3,4.2,6.43,Resting
Jeffrey Sharp,15365,85.1,1994.3,6.5,7.1,Cycling
Shelby Owens,2444,82.7,2328.9,4.9,12.36,Walking
Abigail Green,4414,80.0,2938.7,5.8,13.15,Walking
Anna Matthews,6331,81.8,2458.4,8.7,2.23,Cycling
Amanda Allen,12263,87.8,1900.1,6.4,5.3,Walking
Jimmy Larson,4495,72.4,1779.9,5.4,7.41,Walking
Thomas Bailey,13606,70.6,2590.3,7.6,11.72,Running
Christopher Flores,9518,75.7,1440.9,5.0,1.03,Cycling
Amber Reeves,8411,64.0,2190.1,8.8,6.99,Resting
Leslie Harrington,18113,78.8,1962.9,8.2,14.37,Running
Hannah Ferguson,6270,64.7,2163.5,5.4,4.7,Running
Ryan Fischer,2081,66.0,2248.3,8.3,11.8,Running
James Smith,18196,75.6,1329.7,7.1,8.17,Walking
James Jones,13188,66.6,2198.9,5.4,14.62,Running
Brian Donovan,2138,64.7,1716.2,9.8,11.13,Running
Catherine Smith,1768,78.9,2245.6,5.2,12.95,Cycling
Brent Barnett,3617,88.1,1946.2,8.4,1.79,Running
Jordan Henderson,3975,76.1,1912.9,6.2,11.62,Walking
Aaron Brown,6787,70.5,1970.0,6.0,8.8,Walking
Denise Ingram,5509,67.4,2481.6,4.5,4.74,Resting
James Gilbert,19667,79.2,1792.6,4.2,6.81,Walking
Elizabeth Faulkner,11319,60.5,2219.6,9.8,9.76,Resting
Kelly Lewis,19342,61.2,2626.9,5.0,14.26,Cycling
John House,5209,83.1,2351.7,8.7,10.71,Running
Scott Conway,7462,77.2,2208.9,9.3,3.56,Running
Kathryn Choi,14523,63.2,2137.9,8.4,10.78,Resting
Amy Moon,17485,65.4,1819.9,6.9,10.48,Cycling
James Garcia,4614,72.5,1779.2,9.9,4.57,Walking
Brendan Morgan,9209,63.1,2275.5,7.6,9.09,Cycling
Bradley Lewis,19011,85.3,1746.4,7.3,10.56,Resting
Ruth Hoffman,7670,78.2,2941.9,6.5,12.19,Resting
Daniel Washington,13035,90.1,1820.7,8.6,1.71,Resting
Eric Evans,7275,68.8,2223.1,7.5,7.78,Cycling
Jennifer Grant,1252,71.7,1761.1,7.6,6.46,Walking
Jason Johnson,10887,80.1,2012.7,5.7,5.57,Resting
Jamie Evans,8200,77.0,1933.5,8.0,3.77,Running
Rebecca Williams,14073,85.8,1857.3,7.1,5.41,Walking
Jordan Johnson,15464,79.6,1596.0,5.1,5.44,Resting
Charles Ramirez,4807,76.5,2290.5,6.7,4.61,Running
Marcus Joseph,13491,76.3,2195.1,6.4,5.47,Cycling
Jack Mullins,3187,66.2,2123.3,7.8,3.9,Walking
Cassandra Chapman,15531,51.4,2129.2,4.6,10.68,Walking
Teresa Guzman,11312,71.7,2266.3,9.1,13.95,Resting
Scott Fields,10233,84.9,2613.7,6.7,14.74,Cycling
Kathryn Robertson,19631,50.1,2802.5,8.9,4.28,Running
Katrina Snow,3362,73.3,2097.0,5.9,1.46,Running
Gail Smith,1931,76.0,2665.5,5.3,8.05,Resting
Matthew Garrison,12690,79.9,1928.1,9.6,12.82,Resting
Amanda Campbell,13945,50.7,2159.8,7.0,8.5,Running
Angel Young,18090,93.9,2046.7,8.5,3.1,Cycling
James Thomas,12262,88.0,1920.9,5.5,11.81,Resting
Kevin Shah Jr.,18692,69.4,2763.4,4.4,13.33,Resting
Keith Wallace,17948,58.5,2041.4,5.8,10.76,Cycling
Kimberly Marsh,6483,59.3,1982.4,9.5,6.21,Cycling
Lori Guerrero,17962,84.7,1906.7,4.3,1.59,Running
Marie Matthews,15548,93.3,2431.9,4.4,11.6,Walking
Karen Parrish,16494,54.5,2252.4,8.1,14.22,Walking
Cynthia Ford,12525,70.0,2167.6,6.4,10.31,Walking
Brian Pruitt,17008,81.1,2222.4,9.1,13.19,Cycling
Rachel Fox,17047,93.0,2495.5,9.6,8.96,Cycling
Megan Sanchez,3958,64.3,2585.7,5.1,2.62,Walking
Aaron Blackwell,12675,83.8,2551.9,6.0,10.8,Cycling
Jeffrey Sanders,2412,80.5,1978.5,5.3,3.85,Resting
Tyler Diaz,15925,69.8,1585.5,9.4,1.17,Running
Kyle Morris,19511,89.8,1144.5,6.4,10.04,Running
Anthony Scott,14105,95.3,1912.2,6.4,9.43,Resting
Andrew Adams,8310,67.7,2514.1,4.4,1.83,Walking
Matthew Long,1284,45.6,2188.5,4.4,6.52,Cycling
Donna Shepard,11126,83.6,2073.8,7.0,1.95,Running
Laura Williams,13021,61.2,2643.1,4.8,10.51,Running
Melinda Gray,1465,79.8,2557.9,4.2,2.98,Cycling
Vickie Griffin,15912,73.8,2220.2,8.3,12.66,Cycling
Gail Jarvis,14706,72.2,2594.8,4.7,3.87,Running
Charles Flowers,8645,75.7,2482.2,6.4,3.89,Running
Chris Rowe,17980,58.9,2244.3,7.9,11.6,Running
John Contreras,13045,65.5,2452.4,5.8,4.07,Running
Kevin Johnson,17703,68.4,2236.2,8.5,14.66,Resting
Justin Baxter,1009,75.4,1890.3,9.3,8.61,Running
Travis Vaughan,19185,70.4,2394.0,4.5,3.24,Cycling
Ricky Williams,14162,69.1,1395.7,8.3,13.58,Running
Sandy Wall,17289,81.7,2621.3,5.7,2.96,Cycling
Karen Boyle,2413,74.8,1806.8,7.6,6.65,Running
Kathleen Kennedy,5788,70.1,2852.5,5.7,10.9,Walking
Marissa Kelley,19898,70.6,2764.8,8.1,3.18,Walking
Anna White,18497,60.8,2521.1,8.4,6.97,Walking
Chad Miller,4135,88.2,1933.6,6.2,8.52,Running
Ashley Owens,17779,92.2,2192.9,7.9,12.91,Resting
Fernando Adams,17934,78.5,2166.9,7.1,13.38,Walking
Patricia Williams,5469,89.1,3027.4,5.3,8.36,Walking
Scott Smith,16505,82.1,2316.7,8.7,11.33,Cycling
Mrs. April Rogers,2786,68.6,1709.7,5.5,4.55,Running
Kara Fuller,2765,73.8,2674.0,7.7,5.61,Cycling
Jordan Wiley,3563,71.5,1792.8,8.5,14.28,Running
Ashley Taylor,10083,87.3,2413.6,5.4,9.72,Walking
Melissa Cox MD,1008,70.5,2068.3,4.1,5.9,Cycling
Natalie Lawrence,10048,73.4,1859.0,5.2,7.68,Cycling
Natalie Perez,9402,65.4,2173.0,10.0,5.6,Resting
Katelyn Gray,10546,79.6,1243.6,7.1,5.8,Walking
Jamie Robinson,16381,82.3,3007.2,6.7,2.43,Cycling
Justin Jimenez,12461,83.8,1926.3,9.2,5.42,Running
Jeffrey Ross,2424,80.0,2717.2,6.5,9.84,Resting
Joseph Smith,12424,82.7,2498.9,9.9,1.15,Walking
Robert Dean,17816,70.2,2496.8,7.2,11.33,Resting
David Soto,6301,76.3,2260.3,6.7,3.07,Cycling
Jason Cruz,6374,82.1,2797.2,7.0,4.15,Walking
Amanda Chen,14821,72.6,1987.3,4.5,12.69,Resting
Cheryl Johnson,16756,71.3,2709.6,9.6,2.92,Resting
Matthew Whitehead,19108,77.1,1835.9,4.3,2.82,Running
Carla Fernandez,2187,89.7,2635.4,10.0,9.31,Resting
Travis Evans,12768,68.8,2676.4,7.4,12.39,Resting
John Houston,18494,79.9,2100.7,8.2,2.14,Running
Shawn Ortiz,19946,73.5,2175.0,8.5,8.86,Cycling
Andrew Turner,2073,82.6,1946.6,7.1,8.24,Running
Sandra Mitchell,10767,61.6,1868.4,9.4,12.18,Running
Andre Baker,16446,65.8,2100.6,7.2,4.92,Resting
Ronald Thompson,18987,75.5,1963.6,9.2,10.7,Cycling
Steven Ward,1678,67.7,1713.6,5.3,13.14,Running
Amber Cameron DDS,19011,53.8,1737.1,5.1,8.23,Walking
Donna Weber,3616,81.8,2388.8,6.1,11.79,Cycling
Wanda Smith,19700,72.1,1978.3,9.1,1.3,Cycling
Christine Rose,13836,71.6,2262.7,8.6,2.42,Running
Veronica Brock,16361,65.4,3018.2,6.8,10.1,Resting
Calvin Parker,14389,84.2,1548.9,8.7,5.09,Walking
Eric Rojas DDS,6080,70.1,2331.3,6.9,2.54,Walking
Brian Jones,19816,68.3,1852.9,4.8,11.81,Walking
Amber Pena,16896,84.3,1970.6,4.7,9.72,Walking
Julie Williams,17472,67.5,2461.3,7.7,7.7,Cycling
Alexander Smith,4070,68.9,2381.8,6.2,11.34,Resting
Melissa Perez,19535,96.5,2241.7,8.4,3.12,Running
Dawn Baker,14393,71.4,2062.9,9.0,12.15,Walking
Bryan Cooper,2885,67.4,2417.7,4.3,1.28,Running
Sarah Brown DDS,11881,69.0,2150.8,6.0,14.25,Cycling
Jessica Gutierrez,16932,61.7,2169.6,9.8,9.51,Walking
James Robinson,8503,68.1,1588.1,6.8,3.6,Cycling
Ryan Brock,10009,63.6,2080.1,7.1,9.31,Cycling
Keith Zimmerman,1989,75.7,2399.8,6.0,5.21,Resting
Brian Oliver,10086,68.8,1810.4,7.9,9.96,Cycling
Kevin Wilson,5188,74.0,2512.5,9.8,2.77,Walking
Lauren Montgomery,7050,76.0,2321.1,9.5,3.75,Running
Johnny Collins,18876,75.0,1881.5,7.4,14.97,Resting
Adrian Washington,12727,77.0,2454.8,9.4,10.53,Walking
Cesar Schmitt,9024,61.5,2566.5,4.4,6.45,Walking
Brandy Brown,18197,90.5,2339.2,9.6,9.16,Walking
Laura Davis,4016,76.5,2354.9,6.8,9.91,Cycling
Michael Lam,5026,88.6,2556.3,4.8,14.41,Cycling
Brett Solomon,4618,84.4,2244.8,8.7,2.83,Cycling
Wayne Ryan,16011,73.6,2368.9,9.5,8.34,Walking
Paul Johnson,11308,93.6,1152.8,4.9,10.36,Walking
Jeffrey Nelson,12812,68.5,2285.5,5.4,11.03,Cycling
Michael Golden,19658,77.5,1890.2,4.8,3.18,Walking
Rebecca Hanna,8674,70.4,1418.7,5.2,10.9,Cycling
Richard Sanchez,8119,83.2,1586.7,7.7,7.04,Resting
Kristin Sheppard,2398,71.9,1564.5,7.6,7.91,Walking
Brenda Tate,4089,68.6,1921.5,9.8,15.0,Running
Emily Simmons,15145,79.1,2500.5,8.3,13.64,Cycling
Paul Morgan,6013,77.6,2074.5,8.0,12.4,Resting
Christina Payne,19597,77.0,2111.0,7.2,5.19,Running
Susan Johnson,10321,71.9,2398.8,9.4,13.8,Running
Matthew Knight,17138,68.5,2672.1,5.8,10.85,Resting
John Murphy,14426,65.5,2550.0,5.2,7.35,Cycling
Hannah Frey,11731,87.4,2715.5,6.5,13.86,Resting
Matthew Cruz,16661,53.8,2208.0,4.4,9.35,Walking
Whitney Espinoza,16896,83.9,1963.4,6.9,8.59,Cycling
Jonathan Woods,17678,73.2,2470.1,6.0,4.65,Cycling
Alejandro Vaughn,17147,80.0,2650.3,4.2,10.47,Resting
Mary Herman,6489,61.5,2438.0,7.2,13.86,Walking
Brian Rollins,14968,81.6,2352.3,9.3,3.27,Walking
Ashley Pacheco,13562,77.9,2533.3,6.8,11.49,Resting
Heather Lee,18729,62.7,2535.9,6.0,1.44,Cycling
Mia Ponce,5657,82.3,1972.5,6.5,12.97,Running
Michael Powers,19445,85.7,2265.9,7.1,4.62,Walking
Jesse Anderson,5493,88.8,2305.5,7.8,1.34,Running
Ashley Castro,8279,91.0,2103.8,7.5,10.65,Running
Scott Miller,4597,73.9,2610.2,9.1,1.68,Resting
Justin Rodriguez,1864,87.8,2568.3,9.6,1.27,Walking
Mr. Xavier Jordan,12209,83.3,2214.2,4.4,13.13,Resting
Jordan Ortiz,2814,55.5,2432.7,6.4,14.93,Resting
Amber Mendez,5809,91.2,1804.0,7.7,2.35,Running
Erika Hayes,5790,72.5,2279.4,4.8,1.48,Cycling
Michael Martin,17441,73.9,2142.4,5.4,5.57,Cycling
Michael Cain,7236,85.0,2053.8,5.0,6.68,Walking
Bradley Sanders,9839,61.8,2175.9,7.9,4.26,Resting
Jeffrey Ramirez,3538,65.4,1905.3,7.6,6.38,Resting
Rhonda Reed,11106,75.4,2789.0,9.4,14.74,Walking
Deborah Tucker,9484,74.4,2570.7,9.4,4.7,Resting
Michael Kent,4254,66.4,2492.9,8.7,12.58,Resting
Kyle Coleman,9689,60.6,1920.2,4.7,11.05,Cycling
Kimberly Mccullough,17599,82.9,2348.5,9.2,10.59,Resting
Angela Johnson,14598,79.1,2541.1,5.3,7.98,Walking
Jennifer Sanders,11579,75.9,2372.8,8.0,5.27,Running
Kevin Ellis,19110,86.9,2517.9,6.7,9.31,Walking
Angel Day,19737,71.5,2846.3,7.7,7.96,Walking
Gregory Ford,8205,66.2,1746.6,4.0,12.15,Running
Ashley Sheppard,3899,72.9,2006.4,6.3,1.33,Resting
Jeanne Brown,2849,75.0,2233.6,5.9,5.22,Resting
Brenda Martinez,14333,78.2,1718.8,8.6,10.84,Cycling
Victoria Johnson,17492,61.0,2585.2,9.1,4.73,Cycling
John Rojas,5904,82.4,2637.9,6.7,2.09,Running
Courtney Moore,8935,63.6,2591.5,7.8,8.72,Cycling
Veronica Coleman,10251,75.2,1621.7,9.4,6.55,Running
Angel Kennedy,1175,81.3,2746.5,9.2,4.07,Cycling
Robert Wells,14084,98.6,2196.6,5.2,8.7,Running
James Boone,18438,53.2,2163.9,7.3,12.5,Resting
Brenda Crawford,15436,93.6,2026.8,4.4,11.2,Walking
Joshua Joseph,19245,59.2,1852.7,8.1,3.81,Cycling
Mitchell Luna,1910,77.3,2423.8,4.8,7.7,Running
David Whitney,7092,59.2,2063.4,4.6,5.1,Cycling
Mike Gonzalez,8412,74.0,1143.9,4.7,7.15,Running
Michael Martinez,4952,54.9,2577.3,8.3,13.35,Resting
Ashley Anderson,19692,43.6,2526.7,7.7,10.65,Walking
Kimberly Watson,5866,71.6,1834.0,8.8,5.01,Running
Karen Lindsey,7353,72.3,2277.7,9.7,11.57,Running
Crystal Le,5401,78.9,2230.4,10.0,12.47,Walking
Bryan Brown,13655,77.8,2092.1,5.7,10.52,Running
Kristi Hunt,2243,70.4,2521.2,6.4,7.29,Resting
David Anderson,12567,98.0,2250.6,7.7,2.04,Running
Willie Lewis,16089,59.0,1475.5,5.5,1.47,Running
Laura Friedman,10120,72.2,2648.1,8.2,3.28,Running
James Williams,14742,85.5,2246.0,8.4,6.78,Walking
Jesse Mason,2423,73.5,2151.0,4.1,11.03,Walking
Judy Dixon,2417,92.6,1855.6,9.3,7.77,Walking
Joel Vasquez,8553,87.5,1391.3,9.0,13.78,Walking
Jennifer Reese,4520,73.0,3055.6,5.5,3.45,Running
Joseph Wood,3717,73.5,2366.8,7.9,8.73,Walking
Matthew Bowman,16866,82.3,1881.4,4.2,2.18,Resting
Caroline Perez,19041,47.2,2262.1,7.2,5.88,Cycling
Martha Lara,4664,75.0,1494.8,8.0,1.82,Resting
Steven Flores,11159,68.3,2402.8,5.3,12.78,Resting
Cindy White,17797,92.4,2280.1,7.5,8.7,Resting
Steven Alvarez,2963,72.1,1950.8,6.8,1.21,Cycling
Jennifer Hopkins,14727,56.2,2752.8,8.0,7.78,Running
Kyle Craig,2895,93.6,2365.5,5.5,2.18,Cycling
Heather Sheppard,1030,76.8,2361.7,7.7,1.65,Walking
Gina Lewis,5149,70.7,2891.8,8.8,11.18,Resting
James Horton,9551,88.8,2417.6,6.6,13.24,Cycling
David Barton,19314,64.3,2229.8,9.9,7.87,Running
Benjamin Bentley,9813,71.5,2063.0,7.8,11.75,Cycling
Stephanie Murphy,9233,78.1,2451.5,5.0,9.94,Resting
Timothy Rice,9612,83.9,2124.4,9.3,4.47,Cycling
Melinda Warren,9915,78.7,2344.9,5.4,1.4,Cycling
Elizabeth Clarke,17622,58.5,2615.4,8.0,5.25,Cycling
Debbie Schmidt,3682,72.5,1420.1,9.8,1.32,Resting
Ann Jackson,17099,78.1,2754.3,4.3,13.62,Resting
Matthew Hansen,4175,57.1,2057.2,7.9,9.02,Cycling
John Rodriguez,5423,62.7,2508.6,6.4,6.45,Cycling
Mrs. Brittany Thomas,4953,59.6,2636.8,4.5,2.15,Resting
Jennifer Garcia,8222,60.4,1869.7,4.9,6.23,Resting
Alan Orr,3355,75.7,2602.6,8.8,11.8,Resting
Kyle Schmidt,5634,67.0,1796.8,6.7,2.27,Running
Robert Franklin,16506,56.9,1298.3,7.3,12.31,Running
Susan Burke,15312,75.2,1739.3,5.1,6.13,Resting
Ricky Thompson,16763,73.3,1763.1,5.6,12.14,Walking
Nathaniel Hunter,16661,85.6,2469.3,6.9,7.97,Resting
John Jenkins,12137,81.4,2099.5,4.9,9.17,Running
Dr. Alyssa Smith,1356,77.9,2121.4,6.4,9.39,Resting
Paul Simmons,17244,84.6,2384.9,5.7,3.7,Resting
Karen Keith,19058,73.0,1657.6,4.2,10.49,Walking
Megan West,18898,63.9,2314.1,8.8,14.06,Cycling
Lindsey Vasquez,18624,89.6,2501.6,7.2,8.81,Walking
Jasmine Daniel,4400,82.8,2383.6,8.7,4.18,Walking
Becky Golden,7508,82.3,2371.3,9.3,2.16,Resting
Donna Stanley,16634,68.1,1746.3,7.1,12.27,Resting
Tracy Ramirez,2829,71.0,2754.2,7.2,2.12,Running
Jason Wood,7469,84.2,2181.7,6.0,11.07,Cycling
Curtis Rodriguez,12987,57.0,2893.5,8.6,11.79,Resting
Carol Fuller,15483,62.9,2726.2,5.5,2.7,Cycling
Jessica Washington,15637,66.7,2619.2,8.8,9.79,Resting
Larry Burton,18881,64.9,2738.6,5.6,13.71,Cycling
Marc Bailey,8601,65.4,2255.9,7.1,4.58,Resting
Catherine Benitez,18536,83.4,1831.4,5.9,5.05,Cycling
Shannon Brock,6465,102.0,2287.5,4.8,9.44,Running
Amanda Stewart,19649,76.5,2072.3,8.3,13.17,Resting
Melissa Williams,8829,78.6,1822.1,7.1,3.38,Running
Christopher Villarreal,8864,78.9,2529.8,9.6,14.94,Cycling
Judy Garcia,8457,73.4,2449.4,8.6,5.97,Cycling
Brenda Nelson,11140,75.0,2028.0,8.6,11.61,Resting
Victoria Bailey,13579,81.7,1974.3,6.3,3.64,Walking
Lisa Thomas,16701,76.0,2548.5,4.9,6.51,Walking
Mrs. Anne Miller DDS,5046,81.3,1338.5,6.5,2.53,Running
Arthur Walton,13362,63.6,2432.0,5.4,14.18,Resting
Jodi Nelson,14434,69.0,2539.3,8.8,6.62,Running
Matthew Rivers,17568,59.8,2030.0,7.4,10.31,Resting
Michael Mcneil,14303,100.1,2418.1,5.3,3.39,Resting
Larry Hall,4105,71.6,1912.9,4.6,14.44,Walking
Kristina Davis,11141,82.8,1170.9,9.6,13.71,Cycling
Robert Barber Jr.,11604,79.4,2167.9,5.5,10.33,Running
William Sanders,11287,71.7,2333.4,7.6,4.1,Resting
Bobby Smith,4125,80.9,2260.5,8.0,8.82,Cycling
Bradley Hampton,18196,88.5,1950.6,7.4,7.59,Walking
Stephanie Reid,3490,72.8,1851.1,5.7,4.29,Walking
Brandon Garcia,8286,79.6,2347.0,4.5,5.92,Cycling
Robin Cox,17292,90.6,1903.3,7.3,9.78,Cycling
Brittany Schultz,1653,94.0,2161.9,5.0,11.67,Resting
Kyle Landry,14024,76.0,1974.2,9.7,2.39,Resting
Alvin Jenkins,19812,74.3,2063.6,6.8,13.43,Resting
Carrie Hutchinson,1574,70.5,2349.4,6.4,8.37,Walking
Timothy Davis,15793,73.5,2113.3,9.2,11.77,Cycling
Amanda Wiley,6971,73.7,2775.8,6.5,8.03,Resting
Jason Mathews,12063,75.3,2239.4,4.1,11.34,Cycling
Maria Davis,1183,84.7,2333.5,4.0,6.97,Walking
Dawn Powell,4661,92.7,1676.9,6.2,10.38,Cycling
Jose Alexander,15151,78.1,2117.7,6.6,3.69,Walking
Samuel Price,14733,71.3,2325.6,7.9,14.74,Resting
Monica Hamilton,8832,92.3,2011.0,5.1,2.13,Walking
Jerry Kelley,11477,74.1,2731.3,7.4,13.49,Walking
Steven Hardin,5528,64.7,2417.6,9.3,9.91,Running
Amanda Campbell,17196,97.9,2422.9,7.1,7.21,Walking
Shelby Campbell,9985,77.0,2060.0,9.7,4.79,Walking
Hannah Bryant,2592,76.5,1918.7,4.9,14.3,Cycling
Travis Gordon,4465,68.7,2166.2,8.7,12.48,Walking
Karen West,7619,74.4,2036.1,8.8,14.06,Cycling
Michael Zuniga,3323,87.0,1856.0,4.1,3.95,Resting
Dwayne Bailey,9010,91.1,2118.5,7.8,1.01,Cycling
Joshua Levine,2166,71.0,2386.2,8.8,12.59,Resting
Sarah Lloyd,17836,70.8,2738.4,9.9,6.7,Cycling
